,count,dep,deprel,head,lang,left_dist,right_dist
13714,6,AUX,acl:relcl,NOUN,spanish,2,45
13715,1,VERB,csubj,X,spanish,0,13
13716,2,PROPN,nsubj,X,spanish,6,0
13717,2,PRON,appos,NUM,spanish,0,13
13718,282,DET,det,SCONJ,spanish,282,0
13719,94,ADJ,amod,ADJ,spanish,135,189
13720,4,NUM,conj,X,spanish,2,16
13721,1,ADV,advmod,PUNCT,spanish,47,0
13722,92,SYM,nmod,VERB,spanish,14,402
13723,3,PROPN,nsubj,AUX,spanish,4,0
13724,1,NOUN,advmod,PROPN,spanish,3,0
13725,1,ADV,advmod,PART,spanish,1,0
13726,14,NUM,dep,SYM,spanish,0,14
13727,209,VERB,acl,PROPN,spanish,109,918
13728,7,PROPN,xcomp,PROPN,spanish,0,14
13729,65,NOUN,conj,PRON,spanish,0,433
13730,35,NOUN,appos,VERB,spanish,22,302
13731,1248,CONJ,cc,ADJ,spanish,146,4571
13732,1,PRON,acl,SCONJ,spanish,0,5
13733,186,DET,det,ADJ,spanish,278,16
13734,16,NOUN,conj,ADV,spanish,0,57
13735,17,AUX,auxpass,ADJ,spanish,18,0
13736,1,ADP,dep,CONJ,spanish,0,1
13737,2,ADJ,nsubjpass,VERB,spanish,22,0
13738,1,X,acl:relcl,X,spanish,0,4
13739,1,NOUN,dobj,PRON,spanish,0,4
13740,9,NOUN,csubj,ADJ,spanish,0,106
13741,1,SYM,dep,PUNCT,spanish,0,1
13742,3,PRON,acl:relcl,PROPN,spanish,0,22
13743,4,AUX,aux,ADJ,spanish,4,0
13744,12,ADJ,advcl,NOUN,spanish,39,118
13745,71,ADV,conj,NUM,spanish,3,141
13746,35,ADJ,case,NOUN,spanish,105,0
13747,4,ADJ,xcomp,NOUN,spanish,0,5
13748,1,VERB,cop,PUNCT,spanish,43,0
13749,2711,PUNCT,punct,ADJ,spanish,1648,24629
13750,647,ADP,mark,VERB,spanish,1011,2
13751,1,VERB,mark,ADV,spanish,1,0
13752,1,PART,amod,NUM,spanish,2,0
13753,7,VERB,nmod,NOUN,spanish,0,52
13754,3,VERB,advcl,AUX,spanish,0,15
13755,25,ADP,mwe,PROPN,spanish,26,6
13756,1307,NOUN,appos,NOUN,spanish,133,5223
13757,2,PRON,dobj,X,spanish,5,0
13758,3,DET,nmod,NOUN,spanish,1,6
13759,2,ADV,conj,ADP,spanish,0,7
13760,5,PART,compound,NOUN,spanish,9,0
13761,8,ADJ,mwe,CONJ,spanish,7,1
13762,997,DET,det,NUM,spanish,1038,7
13763,14,CONJ,case,ADJ,spanish,17,0
13764,51723,DET,det,NOUN,spanish,58070,93
13765,1,NUM,advmod,VERB,spanish,0,1
13766,7,SYM,dep,VERB,spanish,2,49
13767,1,X,compound,VERB,spanish,2,0
13768,2295,VERB,acl,NOUN,spanish,401,7707
13769,4,ADJ,advmod,PROPN,spanish,6,4
13770,1,PRON,acl:relcl,VERB,spanish,0,1
13771,2,PRON,mark,PRON,spanish,8,0
13772,1,NOUN,nsubj,SCONJ,spanish,0,2
13773,36,ADV,neg,ADV,spanish,38,0
13774,683,PROPN,det,PROPN,spanish,753,2
13775,7,ADV,advmod,SCONJ,spanish,7,0
13776,4,ADJ,nmod,VERB,spanish,20,0
13777,532,ADP,case,ADV,spanish,353,211
13778,1,CONJ,advmod,SCONJ,spanish,1,0
13779,1,NOUN,nsubj,ADP,spanish,1,0
13780,19,X,amod,X,spanish,14,6
13781,1,VERB,appos,ADJ,spanish,0,2
13782,2,PRON,nsubj,ADP,spanish,0,2
13783,1,ADJ,xcomp,PRON,spanish,0,6
13784,12,ADJ,acl,VERB,spanish,11,148
13785,16,NOUN,nmod,AUX,spanish,5,48
13786,34,PRON,appos,PROPN,spanish,0,176
13787,85,PROPN,dep,PROPN,spanish,51,180
13788,390,VERB,conj,NOUN,spanish,13,4449
13789,9,NOUN,conj,SYM,spanish,0,56
13790,2,PROPN,dobj,X,spanish,0,7
13791,1,PROPN,det,X,spanish,1,0
13792,1,ADP,case,PUNCT,spanish,1,0
13793,1,PART,nmod,ADJ,spanish,2,0
13794,393,VERB,conj,ADJ,spanish,25,4495
13795,1,VERB,cc,X,spanish,1,0
13796,417,ADJ,amod,PROPN,spanish,281,356
13797,253,ADJ,amod,VERB,spanish,323,771
13798,1,NOUN,acl,NUM,spanish,0,8
13799,4,VERB,dobj,VERB,spanish,0,10
13800,4,ADJ,cop,NOUN,spanish,7,0
13801,1,VERB,nsubjpass,NOUN,spanish,2,0
13802,3,VERB,parataxis,NUM,spanish,0,33
13803,8,ADV,neg,AUX,spanish,9,0
13804,1,X,mwe,VERB,spanish,1,0
13805,10,X,case,X,spanish,17,0
13806,253,ADP,aux,VERB,spanish,253,0
13807,140,NOUN,parataxis,VERB,spanish,13,2088
13808,1,CONJ,ccomp,NOUN,spanish,4,0
13809,161,NOUN,nsubj,PRON,spanish,784,263
13810,15,ADJ,appos,ADJ,spanish,0,33
13811,6,VERB,parataxis,X,spanish,0,44
13812,79,VERB,acl,PRON,spanish,17,165
13813,1,CONJ,conj,PROPN,spanish,0,1
13814,10,PRON,nmod,NUM,spanish,4,16
13815,11,ADV,mark,ADJ,spanish,59,0
13816,2,X,punct,NOUN,spanish,0,17
13817,30,PROPN,nmod,ADV,spanish,0,86
13818,1104,VERB,advcl,NOUN,spanish,541,4670
13819,1,ADJ,xcomp,PROPN,spanish,0,8
13820,1,X,acl,NOUN,spanish,0,1
13821,258,PROPN,conj,NOUN,spanish,13,2490
13822,1,VERB,acl:relcl,PUNCT,spanish,34,0
13823,3,SYM,nsubj,AUX,spanish,6,0
13824,1093,PROPN,nsubj,NOUN,spanish,6832,494
13825,1,X,aux,AUX,spanish,1,0
13826,1,ADJ,xcomp,ADJ,spanish,0,1
13827,38,PROPN,nmod,X,spanish,3,113
13828,1,CONJ,nsubjpass,VERB,spanish,2,0
13829,179,ADJ,conj,NOUN,spanish,1,1296
13830,2,ADJ,cc,ADJ,spanish,22,3
13831,3,X,iobj,VERB,spanish,0,21
13832,2,PRON,advmod,ADV,spanish,2,0
13833,3,X,dep,PRON,spanish,4,1
13834,2,X,acl,PROPN,spanish,0,4
13835,447,VERB,acl:relcl,PROPN,spanish,0,2806
13836,23,ADP,advmod,NUM,spanish,26,0
13837,1,ADJ,conj,DET,spanish,0,3
13838,3,DET,mwe,ADP,spanish,0,3
13839,3,DET,det,AUX,spanish,6,0
13840,1,PRON,cop,VERB,spanish,1,0
13841,32,NOUN,appos,PRON,spanish,21,164
13842,4,ADP,dep,ADP,spanish,0,4
13843,15,NUM,conj,PROPN,spanish,0,72
13844,5,SYM,appos,VERB,spanish,5,0
13845,1037,ADJ,root,ROOT,spanish,0,7494
13846,20,ADJ,advcl,ADJ,spanish,74,161
13847,1,ADJ,advcl,AUX,spanish,0,8
13848,5,NOUN,dep,PROPN,spanish,0,69
13849,1,X,mark,ADJ,spanish,9,0
13850,9,SCONJ,mark,X,spanish,32,0
13851,1,X,cc,NUM,spanish,0,10
13852,3,PRON,acl,NOUN,spanish,14,36
13853,19,CONJ,cc,ADP,spanish,0,73
13854,3,NUM,nsubjpass,VERB,spanish,14,0
13855,4,NOUN,nsubj,DET,spanish,14,0
13856,66,ADP,mwe,SCONJ,spanish,66,0
13857,2,SYM,appos,X,spanish,0,9
13858,3,ADP,det,NOUN,spanish,5,2
13859,11,X,cc,VERB,spanish,0,83
13860,1,NOUN,advcl,PROPN,spanish,0,17
13861,2,PRON,dobj,ADV,spanish,0,2
13862,24,ADJ,parataxis,ADJ,spanish,0,319
13863,164,ADP,mwe,AUX,spanish,0,164
13864,179,X,nmod,NOUN,spanish,0,671
13865,2,CONJ,root,ROOT,spanish,0,7
13866,4,AUX,root,ROOT,spanish,0,28
13867,15,NOUN,advcl,ADJ,spanish,50,143
13868,16,ADP,mark,ADJ,spanish,70,0
13869,719,PROPN,dobj,VERB,spanish,30,1897
13870,1,DET,nmod,DET,spanish,0,2
13871,17,PROPN,acl,VERB,spanish,0,63
13872,1,X,cc,SYM,spanish,0,1
13873,120,ADV,mwe,CONJ,spanish,115,5
13874,1,SYM,punct,VERB,spanish,0,4
13875,3,NUM,amod,NOUN,spanish,9,0
13876,25,ADJ,parataxis,NOUN,spanish,0,383
13877,2,NOUN,dep,PRON,spanish,0,3
13878,1,ADP,mwe,CONJ,spanish,3,0
13879,12,NOUN,nsubj,X,spanish,70,2
13880,1,X,neg,NOUN,spanish,4,0
13881,1,ADV,cc,SCONJ,spanish,1,0
13882,1,SYM,cc,CONJ,spanish,0,1
13883,1,PRON,det,SYM,spanish,2,0
13884,46,CONJ,case,PRON,spanish,52,0
13885,3,VERB,xcomp,AUX,spanish,0,3
13886,112,PRON,nmod,ADV,spanish,79,100
13887,1,PRON,mwe,PRON,spanish,1,0
13888,1,PRON,mwe,SCONJ,spanish,1,0
13889,2,CONJ,conj,ADV,spanish,0,4
13890,10,ADJ,det,NOUN,spanish,4,6
13891,23,ADP,case,AUX,spanish,19,7
13892,1,X,aux,X,spanish,2,0
13893,2,X,nmod,NUM,spanish,0,7
13894,6,SCONJ,mark,ADP,spanish,1,8
13895,1,PRON,nsubjpass,NOUN,spanish,3,0
13896,1,ADJ,advcl,ADV,spanish,0,3
13897,13,VERB,cop,ADV,spanish,17,2
13898,1,X,mwe,PROPN,spanish,0,1
13899,1,PRON,advmod,ADJ,spanish,0,10
13900,7,ADV,appos,PROPN,spanish,0,32
13901,3,DET,dep,NOUN,spanish,8,0
13902,1,VERB,cop,CONJ,spanish,0,3
13903,1,CONJ,appos,PROPN,spanish,0,2
13904,52,VERB,mwe,VERB,spanish,39,21
13905,1,SYM,dep,PROPN,spanish,0,1
13906,2636,PROPN,nsubj,VERB,spanish,6685,831
13907,1,ADJ,dep,NUM,spanish,0,2
13908,1,AUX,nsubjpass,VERB,spanish,2,0
13909,95,SYM,nsubj,NOUN,spanish,225,4
13910,15,PRON,acl:relcl,NOUN,spanish,0,85
13911,12,NUM,dep,X,spanish,4,20
13912,361,NUM,conj,NUM,spanish,0,1381
13913,7,DET,nsubj,VERB,spanish,32,0
13914,1,X,case,PRON,spanish,2,0
13915,37,PROPN,dobj,PROPN,spanish,4,115
13916,68,ADJ,mwe,ADP,spanish,67,2
13917,792,NOUN,nsubjpass,VERB,spanish,3791,116
13918,1,PART,det,PRON,spanish,1,0
13919,5,ADV,advmod,AUX,spanish,3,10
13920,10,PRON,dobj,ADJ,spanish,24,1
13921,6,NUM,nsubj,ADJ,spanish,20,0
13922,182,ADJ,amod,PRON,spanish,8,289
13923,1,PRON,cop,ADJ,spanish,1,0
13924,9,ADP,case,ADP,spanish,4,9
13925,2,CONJ,cc,PUNCT,spanish,0,3
13926,7,DET,det,DET,spanish,8,0
13927,9,VERB,appos,PROPN,spanish,0,31
13928,3,DET,mwe,ADV,spanish,3,0
13929,21,PROPN,appos,VERB,spanish,28,105
13930,1,CONJ,mwe,PRON,spanish,1,0
13931,2,PROPN,neg,VERB,spanish,2,0
13932,5,PUNCT,punct,SCONJ,spanish,8,1
13933,4,VERB,nsubj,VERB,spanish,11,0
13934,22,VERB,appos,NOUN,spanish,0,106
13935,1,X,case,SYM,spanish,2,0
13936,1,NUM,compound,NOUN,spanish,1,0
13937,1,ADJ,acl:relcl,SCONJ,spanish,0,4
13938,2,CONJ,conj,VERB,spanish,17,4
13939,16,ADP,case,DET,spanish,18,1
13940,28,PROPN,parataxis,VERB,spanish,0,269
13941,1,NUM,compound,NUM,spanish,0,1
13942,36,ADV,conj,VERB,spanish,11,215
13943,4,NOUN,nsubjpass,PROPN,spanish,21,0
13944,1,ADP,acl:relcl,NOUN,spanish,0,7
13945,2,NUM,appos,SYM,spanish,0,3
13946,3,PART,root,ROOT,spanish,0,18
13947,93,VERB,parataxis,ADJ,spanish,20,1048
13948,56,NOUN,acl,VERB,spanish,16,529
13949,2,VERB,conj,CONJ,spanish,0,4
13950,5,VERB,amod,NOUN,spanish,1,10
13951,2,ADV,mark,PRON,spanish,6,0
13952,1,X,neg,VERB,spanish,3,0
13953,2,PRON,dep,NOUN,spanish,2,3
13954,22,X,dep,NUM,spanish,13,20
13955,1,PROPN,amod,PRON,spanish,0,5
13956,2,X,nmod,PRON,spanish,0,7
13957,3559,PROPN,nmod,VERB,spanish,2107,13815
13958,1,PRON,nsubjpass,ADJ,spanish,2,0
13959,5,AUX,conj,NOUN,spanish,0,65
13960,18,PRON,ccomp,VERB,spanish,22,110
13961,19,SYM,nmod,ADJ,spanish,0,98
13962,27,VERB,acl:relcl,X,spanish,0,151
13963,200,PRON,nsubj,NOUN,spanish,773,58
13964,1,CONJ,ccomp,ADP,spanish,1,0
13965,1,X,parataxis,NOUN,spanish,0,17
13966,3,PROPN,cop,NUM,spanish,15,0
13967,12,PROPN,dep,VERB,spanish,85,11
13968,3,NOUN,acl,ADJ,spanish,0,49
13969,6,PROPN,conj,X,spanish,2,25
13970,14,CONJ,mwe,CONJ,spanish,11,3
13971,16,SYM,appos,SYM,spanish,21,33
13972,2,SCONJ,mark,NUM,spanish,14,0
13973,5,PRON,csubj,VERB,spanish,0,22
13974,74,PUNCT,punct,ADP,spanish,30,165
13975,2,ADJ,appos,X,spanish,0,4
13976,1,ADP,cc,PRON,spanish,0,21
13977,5,NOUN,advmod,NOUN,spanish,35,2
13978,1,PART,ccomp,VERB,spanish,0,1
13979,1,ADJ,amod,AUX,spanish,2,0
13980,1,AUX,nsubj,VERB,spanish,2,0
13981,114,ADV,advmod,PRON,spanish,192,55
13982,280,X,appos,NOUN,spanish,9,741
13983,4,NOUN,acl,SCONJ,spanish,0,15
13984,31,ADV,neg,ADJ,spanish,37,0
13985,1,ADJ,iobj,VERB,spanish,0,3
13986,15,SYM,appos,PROPN,spanish,0,37
13987,1,ADJ,amod,CONJ,spanish,0,1
13988,7664,NOUN,nsubj,VERB,spanish,24644,4490
13989,54,SCONJ,mark,PRON,spanish,244,2
13990,1,PROPN,dobj,ADP,spanish,0,3
13991,5,PROPN,case,NOUN,spanish,6,5
13992,3,ADV,amod,PROPN,spanish,3,0
13993,2,ADV,parataxis,ADJ,spanish,0,9
13994,1,ADJ,mwe,NOUN,spanish,2,0
13995,1,X,parataxis,ADJ,spanish,0,2
13996,1,ADV,advcl,PRON,spanish,0,1
13997,13,NUM,nsubj,NOUN,spanish,46,4
13998,1,ADP,dobj,VERB,spanish,0,1
13999,2,VERB,advmod,ADJ,spanish,17,0
14000,5,PROPN,nmod,CONJ,spanish,0,17
14001,10,X,det,NOUN,spanish,11,0
14002,1,PROPN,nummod,PUNCT,spanish,1,0
14003,1,PRON,cop,PUNCT,spanish,36,0
14004,2,X,dep,ADV,spanish,4,0
14005,12,VERB,advcl,NUM,spanish,7,34
14006,7,ADP,conj,ADP,spanish,0,15
14007,13,PROPN,appos,ADJ,spanish,7,36
14008,1,VERB,acl:relcl,CONJ,spanish,0,2
14009,1,ADP,advmod,ADJ,spanish,3,0
14010,4,NUM,compound,PROPN,spanish,5,2
14011,15,ADV,root,ROOT,spanish,0,65
14012,11,NOUN,nsubjpass,NOUN,spanish,67,0
14013,6,NUM,dep,NOUN,spanish,15,10
14014,25,NOUN,dobj,NOUN,spanish,2,129
14015,5,PART,dep,VERB,spanish,25,0
14016,1,X,auxpass,X,spanish,1,0
14017,1,CONJ,conj,ADJ,spanish,0,1
14018,10,VERB,nmod,VERB,spanish,0,30
14019,4,PROPN,aux,PROPN,spanish,5,0
14020,193,X,compound,X,spanish,269,14
14021,10,ADV,conj,ADJ,spanish,0,31
14022,4,PRON,iobj,X,spanish,6,0
14023,1,PRON,csubj,PRON,spanish,0,11
14024,4,ADV,cc,ADJ,spanish,1,7
14025,15,VERB,auxpass,VERB,spanish,19,0
14026,1,ADJ,nmod,PUNCT,spanish,44,0
14027,2654,NOUN,root,ROOT,spanish,0,19673
14028,8,ADV,advmod,CONJ,spanish,5,6
14029,6,SYM,cc,PROPN,spanish,0,6
14030,2,DET,conj,NOUN,spanish,0,33
14031,35,VERB,ccomp,NOUN,spanish,0,253
14032,3,AUX,parataxis,VERB,spanish,0,33
14033,1,VERB,nmod,PRON,spanish,0,4
14034,29,CONJ,mwe,VERB,spanish,22,48
14035,5,NUM,dep,PROPN,spanish,0,16
14036,61,NOUN,xcomp,VERB,spanish,11,160
14037,13,ADJ,dobj,VERB,spanish,0,29
14038,985,NOUN,nsubj,NOUN,spanish,5789,527
14039,2621,PROPN,amod,PROPN,spanish,996,1803
14040,66,DET,advmod,NUM,spanish,67,0
14041,3,X,advmod,NOUN,spanish,1,4
14042,4,NOUN,dobj,ADV,spanish,1,3
14043,44,NOUN,parataxis,ADJ,spanish,4,697
14044,3,X,advmod,ADJ,spanish,4,1
14045,5,VERB,dep,VERB,spanish,2,24
14046,2,NOUN,cc,ADV,spanish,9,0
14047,1,ADJ,dep,PROPN,spanish,2,0
14048,8,PRON,dobj,AUX,spanish,1,7
14049,4,X,appos,ADJ,spanish,4,14
14050,1,PRON,nsubj,NUM,spanish,0,3
14051,1,AUX,conj,VERB,spanish,0,6
14052,3,NOUN,conj,DET,spanish,0,19
14053,5,NOUN,dobj,PROPN,spanish,0,20
14054,17,VERB,aux,VERB,spanish,33,0
14055,218,PROPN,iobj,VERB,spanish,46,756
14056,1,ADP,parataxis,VERB,spanish,0,6
14057,3,ADP,cc,PROPN,spanish,2,31
14058,1,NUM,nsubj,DET,spanish,1,0
14059,1,VERB,xcomp,PROPN,spanish,0,1
14060,2,ADP,cc,ADJ,spanish,0,24
14061,477,PRON,nmod,NOUN,spanish,522,1169
14062,3,NOUN,compound,ADP,spanish,0,3
14063,802,NOUN,appos,PROPN,spanish,5,3063
14064,23,NUM,nummod,VERB,spanish,23,26
14065,1,ADV,appos,ADP,spanish,1,0
14066,276,VERB,csubj,VERB,spanish,222,1052
14067,1,ADV,nsubjpass,VERB,spanish,2,0
14068,6,ADP,amod,NOUN,spanish,2,5
14069,2,VERB,acl,ADV,spanish,0,4
14070,24,ADV,conj,NOUN,spanish,8,112
14071,1,ADJ,nmod,NUM,spanish,1,0
14072,1,X,nsubj,AUX,spanish,1,0
14073,1,ADP,punct,ADJ,spanish,0,1
14074,4,DET,mwe,PROPN,spanish,4,0
14075,1,X,amod,ADJ,spanish,2,0
14076,12,DET,mwe,NOUN,spanish,12,0
14077,1,NUM,nsubj,PRON,spanish,2,0
14078,2,SYM,compound,SYM,spanish,0,4
14079,2688,ADP,case,VERB,spanish,4467,118
14080,1,ADV,punct,NOUN,spanish,3,0
14081,2,VERB,ccomp,PROPN,spanish,0,8
14082,1,VERB,acl,DET,spanish,13,0
14083,1,ADJ,acl:relcl,SYM,spanish,0,12
14084,2,VERB,conj,NUM,spanish,0,11
14085,28,VERB,csubj,PRON,spanish,22,231
14086,28,PRON,parataxis,VERB,spanish,4,442
14087,1,PRON,cc,VERB,spanish,0,12
14088,31,PRON,nsubj,PRON,spanish,98,5
14089,1,CONJ,dep,ADP,spanish,0,1
14090,3,NOUN,compound,X,spanish,2,2
14091,3,NOUN,advmod,NUM,spanish,7,0
14092,2889,PROPN,conj,PROPN,spanish,14,20976
14093,7,NOUN,amod,ADJ,spanish,3,4
14094,33,ADV,advmod,ADP,spanish,19,22
14095,517,NOUN,conj,VERB,spanish,200,6693
14096,29,SYM,dobj,VERB,spanish,0,77
14097,6,VERB,ccomp,ADJ,spanish,0,47
14098,633,NOUN,nmod,PROPN,spanish,394,2222
14099,678,PUNCT,punct,X,spanish,431,1215
14100,3,VERB,xcomp,ADP,spanish,0,4
14101,3,PRON,nsubjpass,PROPN,spanish,15,0
14102,1,VERB,nsubj,NOUN,spanish,17,0
14103,2,ADJ,ccomp,NOUN,spanish,0,20
14104,2,DET,nmod,ADJ,spanish,0,4
14105,5,NOUN,nmod,DET,spanish,0,16
14106,11,CONJ,mwe,ADJ,spanish,26,8
14107,2182,ADP,case,PRON,spanish,2990,4
14108,29,ADJ,amod,NUM,spanish,19,17
14109,176,NUM,appos,NOUN,spanish,10,586
14110,4,DET,root,ROOT,spanish,0,58
14111,24,VERB,mark,VERB,spanish,65,70
14112,12,PROPN,parataxis,PROPN,spanish,0,47
14113,2,VERB,parataxis,SYM,spanish,0,18
14114,114,NOUN,compound,NOUN,spanish,22,111
14115,1,NUM,nmod,DET,spanish,0,3
14116,1,X,nsubj,PRON,spanish,9,0
14117,1,PROPN,case,VERB,spanish,3,0
14118,7,X,advmod,VERB,spanish,8,4
14119,13,ADJ,acl:relcl,PRON,spanish,0,63
14120,1,NOUN,aux,VERB,spanish,0,35
14121,11,NOUN,amod,PROPN,spanish,12,5
14122,4,NOUN,csubj,NOUN,spanish,0,19
14123,2,X,punct,VERB,spanish,0,74
14124,1821,AUX,auxpass,VERB,spanish,1939,3
14125,104,NUM,nmod,NUM,spanish,8,279
14126,2,VERB,conj,AUX,spanish,0,32
14127,12,PROPN,nsubjpass,NOUN,spanish,53,0
14128,3,NUM,nummod,ADV,spanish,2,5
14129,3792,AUX,aux,VERB,spanish,4501,28
14130,1,ADV,csubj,NOUN,spanish,0,19
14131,12,PROPN,cop,PROPN,spanish,18,1
14132,182,NOUN,nummod,NOUN,spanish,371,0
14133,2,ADV,nsubj,VERB,spanish,2,3
14134,1,NOUN,amod,CONJ,spanish,0,2
14135,2141,VERB,cop,ADJ,spanish,2904,62
14136,97,PRON,nmod,PRON,spanish,27,206
14137,1,VERB,xcomp,NOUN,spanish,0,23
14138,9,CONJ,neg,NOUN,spanish,24,0
14139,20830,PUNCT,punct,VERB,spanish,12641,287421
14140,2,ADJ,conj,CONJ,spanish,0,3
14141,1,ADP,ccomp,PROPN,spanish,0,1
14142,3,X,appos,VERB,spanish,0,22
14143,3,SYM,cc,X,spanish,0,3
14144,17,VERB,conj,PROPN,spanish,0,147
14145,5,ADJ,advmod,NOUN,spanish,17,0
14146,1,DET,dep,PROPN,spanish,1,0
14147,1,PROPN,iobj,ADJ,spanish,0,3
14148,2,PROPN,nsubj,NUM,spanish,12,0
14149,1,ADJ,csubjpass,VERB,spanish,0,10
14150,7431,PROPN,nmod,NOUN,spanish,198,23112
14151,1,SYM,appos,ADJ,spanish,0,3
14152,9,PUNCT,punct,PART,spanish,2,48
14153,6,X,appos,NUM,spanish,0,14
14154,53,PRON,conj,PRON,spanish,0,320
14155,1,PRON,nsubj,SYM,spanish,3,0
14156,1,DET,dep,SCONJ,spanish,1,0
14157,69,CONJ,case,VERB,spanish,138,2
14158,1,CONJ,advmod,NUM,spanish,2,0
14159,55,ADJ,appos,NOUN,spanish,0,241
14160,793,NOUN,nmod,PRON,spanish,163,2703
14161,3,PRON,nmod,SYM,spanish,0,6
14162,223,NOUN,conj,ADJ,spanish,19,1555
14163,7,PROPN,nmod,SYM,spanish,0,20
14164,1,VERB,conj,PART,spanish,0,10
14165,1191,VERB,ccomp,VERB,spanish,2231,6678
14166,6,PART,amod,NOUN,spanish,10,0
14167,1,X,mwe,NOUN,spanish,1,0
14168,96,X,dep,NOUN,spanish,108,53
14169,47,NUM,dep,NUM,spanish,20,127
14170,74,ADP,mwe,ADJ,spanish,43,45
14171,1,ADP,punct,PROPN,spanish,0,1
14172,1300,ADV,advmod,NOUN,spanish,2600,520
14173,3,PROPN,csubj,NOUN,spanish,19,0
14174,318,ADJ,xcomp,VERB,spanish,1,591
14175,3,NOUN,amod,PRON,spanish,0,3
14176,4,X,mark,VERB,spanish,9,0
14177,1,X,ccomp,ADJ,spanish,0,4
14178,21,PROPN,advmod,PROPN,spanish,20,10
14179,1618,ADV,neg,VERB,spanish,2430,4
14180,1,PROPN,dep,ADP,spanish,2,0
14181,1,VERB,mark,NOUN,spanish,6,0
14182,1,VERB,mark,SCONJ,spanish,1,0
14183,11,ADJ,amod,ADV,spanish,3,29
14184,1,ADP,dep,SCONJ,spanish,1,0
14185,23,X,appos,X,spanish,2,62
14186,1,NOUN,advcl,PRON,spanish,0,15
14187,2,ADJ,compound,ADJ,spanish,2,2
14188,1,ADV,compound,VERB,spanish,1,0
14189,3,VERB,acl,AUX,spanish,0,7
14190,101,PRON,conj,NOUN,spanish,8,808
14191,113,SYM,nmod,NOUN,spanish,9,396
14192,1,ADJ,advmod,ADV,spanish,1,0
14193,6,NOUN,parataxis,PROPN,spanish,0,59
14194,15,NOUN,cc,ADJ,spanish,116,11
14195,13,NUM,nmod,ADV,spanish,0,34
14196,441,ADV,advmod,ADV,spanish,442,53
14197,1895,PRON,dobj,VERB,spanish,1722,910
14198,35,NUM,conj,NOUN,spanish,8,213
14199,2,PRON,conj,ADV,spanish,1,2
14200,367,AUX,aux,AUX,spanish,398,0
14201,7038,SCONJ,mark,VERB,spanish,19774,5
14202,19,NOUN,csubj,VERB,spanish,7,125
14203,1,CONJ,dep,NUM,spanish,0,1
14204,2,PRON,amod,NOUN,spanish,0,4
14205,1,PROPN,nsubjpass,ADJ,spanish,5,0
14206,18990,ADJ,amod,NOUN,spanish,4957,18172
14207,125,NOUN,mwe,ADP,spanish,120,9
14208,44,VERB,cop,VERB,spanish,78,13
14209,2,ADP,advmod,NOUN,spanish,6,0
14210,1,VERB,acl:relcl,SCONJ,spanish,0,1
14211,7,ADJ,dep,NOUN,spanish,9,15
14212,147,PROPN,case,PROPN,spanish,194,1
14213,43,ADV,conj,ADV,spanish,0,97
14214,1,X,nsubj,PROPN,spanish,3,0
14215,5,X,parataxis,VERB,spanish,0,100
14216,1,AUX,nmod,VERB,spanish,0,5
14217,139,PROPN,nmod,PRON,spanish,14,415
14218,14,CONJ,dep,ADV,spanish,0,55
14219,19,VERB,parataxis,PRON,spanish,4,259
14220,11,VERB,acl,X,spanish,0,39
14221,1,SYM,compound,NOUN,spanish,0,1
14222,6,VERB,advmod,VERB,spanish,25,5
14223,1,NUM,nsubjpass,ADJ,spanish,24,0
14224,2,NOUN,advcl,ADV,spanish,0,20
14225,58,X,dep,PROPN,spanish,29,46
14226,11883,VERB,root,ROOT,spanish,0,82592
14227,1,ADJ,advcl,NUM,spanish,0,7
14228,2,PROPN,cop,ADJ,spanish,2,0
14229,7,VERB,cop,DET,spanish,9,0
14230,6,PROPN,neg,PROPN,spanish,8,0
14231,3,X,cop,NOUN,spanish,4,0
14232,1970,PROPN,appos,PROPN,spanish,62,4886
14233,11,NOUN,nsubj,SYM,spanish,54,0
14234,157,NOUN,nmod,NUM,spanish,70,499
14235,3,X,cc,PRON,spanish,0,3
14236,11,PROPN,acl:relcl,NOUN,spanish,0,90
14237,1,PROPN,conj,SYM,spanish,0,22
14238,3,NUM,appos,ADJ,spanish,0,7
14239,2,PROPN,dep,X,spanish,3,0
14240,34,NOUN,appos,X,spanish,0,114
14241,77,SYM,dep,NUM,spanish,4,74
14242,2,PROPN,mark,VERB,spanish,0,9
14243,58,PROPN,nsubj,PRON,spanish,274,49
14244,2,VERB,ccomp,CONJ,spanish,0,7
14245,1125,PRON,nsubj,VERB,spanish,2478,125
14246,44,ADP,mwe,VERB,spanish,27,67
14247,5,VERB,conj,ADV,spanish,0,47
14248,1,CONJ,det,NOUN,spanish,3,0
14249,6,CONJ,dep,ADJ,spanish,3,7
14250,1,PROPN,parataxis,ADV,spanish,0,2
14251,1,VERB,mwe,PRON,spanish,2,0
14252,1,NOUN,nsubjpass,X,spanish,7,0
14253,1,ADP,csubj,NOUN,spanish,0,7
14254,988,ADJ,conj,ADJ,spanish,0,4004
14255,2,NUM,dep,ADJ,spanish,13,0
14256,1,SYM,mwe,X,spanish,0,1
14257,224,DET,det,X,spanish,319,0
14258,4,NOUN,amod,SYM,spanish,0,4
14259,8,X,appos,SYM,spanish,0,11
14260,1,PROPN,advmod,VERB,spanish,1,0
14261,5,VERB,conj,X,spanish,0,29
14262,1,PRON,det,ADJ,spanish,1,0
14263,3,ADJ,acl,PROPN,spanish,0,31
